dataset,algorithm,size,avg_time_us,avg_char_comparisons,avg_char_inspections,avg_radix_calls,avg_quick_switches
prefix_150,string_quicksort,1300,2810.767,408646.000,208701.000,0.000,0.000
prefix_150,string_quicksort,1400,3144.067,445424.000,227021.000,0.000,0.000
prefix_150,string_quicksort,1500,3281.700,473412.000,241539.000,0.000,0.000
prefix_150,string_quicksort,1600,3413.700,502971.000,257004.000,0.000,0.000
prefix_150,string_quicksort,1700,3705.133,535765.000,273879.000,0.000,0.000
prefix_150,string_quicksort,1800,3994.633,569450.000,290605.000,0.000,0.000
prefix_150,string_quicksort,1900,4095.033,600754.000,306221.000,0.000,0.000
prefix_150,string_quicksort,2000,4344.433,629522.000,321503.000,0.000,0.000
prefix_150,string_quicksort,2100,4627.900,661250.000,337321.000,0.000,0.000
prefix_150,string_quicksort,2200,4857.967,693737.000,354376.000,0.000,0.000
prefix_150,string_quicksort,2300,5107.567,724885.000,370583.000,0.000,0.000
prefix_150,string_quicksort,2400,5375.967,761237.000,388738.000,0.000,0.000
prefix_150,string_quicksort,2500,5445.867,794034.000,405604.000,0.000,0.000
prefix_150,string_quicksort,2600,5763.267,822181.000,418824.000,0.000,0.000
prefix_150,string_quicksort,2700,6109.333,861742.000,441049.000,0.000,0.000
prefix_150,string_quicksort,2800,6189.367,888389.000,453722.000,0.000,0.000
prefix_150,string_quicksort,2900,6306.967,917998.000,469137.000,0.000,0.000
prefix_150,string_quicksort,3000,6567.700,948872.000,485663.000,0.000,0.000
prefix_25,lcp_mergesort,100,192.633,14911.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,200,450.667,35077.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,300,708.633,56841.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,400,1024.100,80564.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,500,1342.800,105312.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,600,1656.100,130335.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,700,1987.067,156986.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,800,2326.833,183042.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,900,2628.300,210169.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1000,2955.467,237971.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1100,3380.800,265561.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1200,3643.533,294584.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1300,4011.700,322892.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1400,4390.067,352981.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1500,4848.367,382075.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1600,5128.367,411337.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1700,5504.500,441675.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1800,5889.400,471557.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,1900,6251.133,501308.000,0.000,0.000,0.000
prefix_25,lcp_mergesort,2000,6663.700,532574.000,0.000,0.000,0.000
